la_code,la_name,date_code,measurement,units,age,gender,urban_rural_classification,simd_quintiles,type_of_tenure,household_type,ethnicity,A 5 minute walk or less,Within a 6-10 minute walk,An 11 minute walk or more,Don't Know
S12000018,Inverclyde,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,53,29,17,NA
S12000040,West Lothian,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,74,18,7,NA
S12000050,North Lanarkshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,62,21,16,1
S12000019,Midlothian,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,82,17,1,NA
S12000027,Shetland Islands,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,85,6,9,NA
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,77,18,5,NA
S12000038,Renfrewshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,66,25,8,1
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,73,16,10,1
S12000049,Glasgow City,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,62,22,15,1
S12000048,Perth and Kinross,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,74,13,12,1
S12000036,City of Edinburgh,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,69,20,11,0
S12000011,East Renfrewshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,68,24,8,NA
S12000021,North Ayrshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,54,35,11,1
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,85,10,4,0
S12000034,Aberdeenshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,81,9,9,1
S12000023,Orkney Islands,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,84,12,4,NA
S12000033,Aberdeen City,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,83,11,6,NA
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,82,6,12,NA
S12000013,Na h-Eileanan Siar,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,83,13,4,NA
S12000034,Aberdeenshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,81,6,13,NA
S12000050,North Lanarkshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,62,21,17,NA
S12000010,East Lothian,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,79,15,6,NA
S12000026,Scottish Borders,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,82,16,2,NA
S12000027,Shetland Islands,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,76,6,18,NA
S12000029,South Lanarkshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,66,25,8,1
S12000045,East Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,69,27,4,1
S12000010,East Lothian,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,87,10,3,NA
S12000035,Argyll and Bute,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,72,17,11,1
S12000033,Aberdeen City,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,67,11,22,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,91,8,1,NA
S12000011,East Renfrewshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,62,26,12,1
S12000026,Scottish Borders,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,89,8,2,1
S12000028,South Ayrshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,76,17,7,NA
S12000033,Aberdeen City,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,68,17,15,NA
S12000014,Falkirk,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,72,18,10,NA
S12000027,Shetland Islands,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,71,5,24,NA
S12000034,Aberdeenshire,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,78,12,9,1
S12000039,West Dunbartonshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,54,17,29,NA
S12000026,Scottish Borders,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,83,12,4,1
S12000028,South Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,85,6,7,2
S12000027,Shetland Islands,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,84,7,9,NA
S12000047,Fife,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,75,13,10,1
S12000008,East Ayrshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,73,14,11,2
S12000042,Dundee City,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,66,20,13,1
S12000030,Stirling,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,74,23,1,2
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,78,14,9,NA
S12000040,West Lothian,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,55,31,14,NA
S12000013,Na h-Eileanan Siar,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,77,10,13,NA
S12000050,North Lanarkshire,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,61,29,10,NA
S12000040,West Lothian,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,61,31,8,NA
S12000014,Falkirk,2019,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,64,25,11,NA
S12000020,Moray,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,86,10,3,1
S12000006,Dumfries and Galloway,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,81,9,10,NA
S12000014,Falkirk,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,73,19,6,2
S12000008,East Ayrshire,2019,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,68,25,6,1
S12000019,Midlothian,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,76,16,7,1
S12000018,Inverclyde,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,64,10,27,NA
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,74,21,5,NA
S12000018,Inverclyde,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,60,15,23,2
S12000020,Moray,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,88,9,3,NA
S12000021,North Ayrshire,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,70,20,9,1
S12000005,Clackmannanshire,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,92,2,6,NA
S12000047,Fife,2017,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,80,16,4,NA
S12000049,Glasgow City,2018,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,58,27,12,2
S12000005,Clackmannanshire,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,72,19,9,NA
S12000020,Moray,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,71,9,19,1
S12000028,South Ayrshire,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,85,5,10,NA
S12000049,Glasgow City,2013,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,62,24,11,3
S12000017,Highland,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,78,9,11,2
S12000010,East Lothian,2019,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,90,7,2,NA
S12000040,West Lothian,2019,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,89,9,2,NA
S12000048,Perth and Kinross,2014,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,80,13,8,NA
S12000049,Glasgow City,2015,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,58,26,16,0
S12000049,Glasgow City,2016,Percent,Percent Of Adults,All,All,All,All,Owned Mortgage/Loan,All,All,63,25,13,0
S12000040,West Lothian,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,89,10,1,NA
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,49,26,25,NA
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,Male,All,All,All,All,All,57,28,16,NA
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,82,11,7,NA
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,89,6,5,NA
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,All,All,All,All,Adults,All,54,33,12,1
S12000011,East Renfrewshire,2017,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,65,22,12,NA
S12000036,City of Edinburgh,2014,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,72,21,7,NA
S12000026,Scottish Borders,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,80,16,4,NA
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,Male,All,All,All,All,All,87,11,2,NA
S12000029,South Lanarkshire,2019,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,61,18,21,NA
S12000006,Dumfries and Galloway,2013,Percent,Percent Of Adults,All,All,All,All,All,All,All,88,8,4,NA
S12000011,East Renfrewshire,2017,Percent,Percent Of Adults,All,All,All,All,All,Pensioners,All,45,20,34,1
S12000047,Fife,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,76,18,5,NA
S12000014,Falkirk,2016,Percent,Percent Of Adults,All,All,All,All,All,All,All,62,30,8,1
S12000014,Falkirk,2015,Percent,Percent Of Adults,All,Female,All,All,All,All,All,56,27,16,1
S12000014,Falkirk,2013,Percent,Percent Of Adults,All,All,All,All,All,With Children,All,78,15,7,NA
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,All,All,80% least deprived,All,All,All,55,27,18,0
S12000047,Fife,2019,Percent,Percent Of Adults,All,Male,All,All,All,All,All,78,16,6,NA
S12000048,Perth and Kinross,2019,Percent,Percent Of Adults,All,Female,All,All,All,All,All,66,15,19,NA
S12000014,Falkirk,2013,Percent,Percent Of Adults,All,Female,All,All,All,All,All,74,18,8,NA
S12000013,Na h-Eileanan Siar,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,60,19,19,2
S12000017,Highland,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,78,10,11,1
S12000040,West Lothian,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,48,43,8,1
S12000011,East Renfrewshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,52,26,21,1
S12000038,Renfrewshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,57,27,14,2
S12000040,West Lothian,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,57,29,12,2
S12000011,East Renfrewshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,59,27,13,1
S12000036,City of Edinburgh,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,67,23,9,1
S12000008,East Ayrshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,20,5,NA
S12000013,Na h-Eileanan Siar,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,79,15,5,2
S12000036,City of Edinburgh,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,22,12,0
S12000038,Renfrewshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,28,15,1
S12000026,Scottish Borders,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,19,6,1
S12000042,Dundee City,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,20,9,0
S12000045,East Dunbartonshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,67,19,12,2
S12000019,Midlothian,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,19,6,0
S12000050,North Lanarkshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,25,17,0
S12000017,Highland,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,15,14,1
S12000029,South Lanarkshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,21,13,2
S12000030,Stirling,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,14,9,NA
S12000047,Fife,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,23,11,1
S12000041,Angus,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,80,14,4,2
S12000034,Aberdeenshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,84,9,7,NA
S12000042,Dundee City,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,51,23,24,2
S12000018,Inverclyde,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,20,23,1
S12000045,East Dunbartonshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,55,33,11,2
S12000036,City of Edinburgh,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,72,21,7,1
S12000033,Aberdeen City,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,52,21,26,1
S12000040,West Lothian,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,80,16,3,1
S12000040,West Lothian,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,24,19,1
S12000011,East Renfrewshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,62,23,16,NA
S12000011,East Renfrewshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,24,11,0
S12000028,South Ayrshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,76,17,7,1
S12000050,North Lanarkshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,61,22,17,1
S12000038,Renfrewshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,71,21,7,1
S12000013,Na h-Eileanan Siar,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,32,9,1
S12000030,Stirling,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,83,13,4,NA
S12000029,South Lanarkshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,23,12,0
S12000039,West Dunbartonshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,21,17,3
S12000040,West Lothian,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,65,26,9,0
S12000010,East Lothian,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,85,12,3,NA
S12000034,Aberdeenshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,19,15,NA
S12000035,Argyll and Bute,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,51,26,16,7
S12000013,Na h-Eileanan Siar,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,60,20,20,1
S12000008,East Ayrshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,69,21,10,0
S12000041,Angus,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,27,8,1
S12000039,West Dunbartonshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,24,18,2
S12000030,Stirling,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,21,4,0
S12000028,South Ayrshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,72,21,6,0
S12000050,North Lanarkshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,20,14,3
S12000049,Glasgow City,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,59,22,17,2
S12000039,West Dunbartonshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,38,31,25,6
S12000042,Dundee City,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,59,22,18,1
S12000019,Midlothian,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,18,7,1
S12000048,Perth and Kinross,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,18,8,NA
S12000047,Fife,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,73,22,5,0
S12000033,Aberdeen City,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,62,18,20,1
S12000026,Scottish Borders,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,82,15,3,NA
S12000035,Argyll and Bute,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,50,30,15,5
S12000048,Perth and Kinross,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,67,21,12,1
S12000013,Na h-Eileanan Siar,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,51,49,1,NA
S12000033,Aberdeen City,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,16,19,1
S12000008,East Ayrshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,18,11,1
S12000030,Stirling,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,73,24,3,NA
S12000028,South Ayrshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,18,12,1
S12000019,Midlothian,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,76,20,4,NA
S12000019,Midlothian,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,21,5,NA
S12000018,Inverclyde,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,68,16,15,1
S12000048,Perth and Kinross,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,72,14,12,2
S12000030,Stirling,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,78,17,5,0
S12000034,Aberdeenshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,73,10,16,NA
S12000047,Fife,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,78,14,7,1
S12000049,Glasgow City,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,55,25,19,1
S12000019,Midlothian,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,18,5,0
S12000049,Glasgow City,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,59,22,17,1
S12000029,South Lanarkshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,17,18,1
S12000050,North Lanarkshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,20,14,2
S12000018,Inverclyde,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,20,21,2
S12000006,Dumfries and Galloway,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,80,14,6,0
S12000011,East Renfrewshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,26,9,0
S12000033,Aberdeen City,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,15,9,2
S12000042,Dundee City,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,51,27,20,3
S12000018,Inverclyde,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,60,24,14,2
S12000005,Clackmannanshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,76,17,7,0
S12000008,East Ayrshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,16,10,1
S12000026,Scottish Borders,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,76,16,6,1
S12000014,Falkirk,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,27,16,1
S12000035,Argyll and Bute,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,57,27,15,1
S12000027,Shetland Islands,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,85,12,4,NA
S12000020,Moray,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,82,12,6,NA
S12000006,Dumfries and Galloway,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,18,15,1
S12000049,Glasgow City,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,55,26,18,1
S12000021,North Ayrshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,52,31,15,1
S12000005,Clackmannanshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,26,9,1
S12000020,Moray,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,80,19,1,NA
S12000027,Shetland Islands,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,86,9,5,NA
S12000008,East Ayrshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,20,13,1
S12000020,Moray,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,17,5,2
S12000005,Clackmannanshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,21,2,0
S12000021,North Ayrshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,19,10,1
S12000008,East Ayrshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,73,20,6,1
S12000021,North Ayrshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,22,11,NA
S12000049,Glasgow City,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,50,31,16,3
S12000050,North Lanarkshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,62,23,13,2
S12000018,Inverclyde,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,51,29,18,2
S12000048,Perth and Kinross,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,17,9,NA
S12000014,Falkirk,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,46,23,29,2
S12000020,Moray,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,79,13,8,NA
S12000014,Falkirk,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,19,9,1
S12000049,Glasgow City,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,24,18,2
S12000019,Midlothian,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,14,8,NA
S12000014,Falkirk,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,65,24,9,3
S12000011,East Renfrewshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,54,30,16,1
S12000008,East Ayrshire,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,64,25,11,1
S12000021,North Ayrshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,18,18,0
S12000041,Angus,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,61,26,12,1
S12000017,Highland,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,25,10,2
S12000018,Inverclyde,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,57,16,25,2
S12000020,Moray,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,68,23,7,2
S12000013,Na h-Eileanan Siar,2019,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,45,54,1,NA
S12000036,City of Edinburgh,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,67,23,8,2
S12000026,Scottish Borders,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,69,26,4,1
S12000013,Na h-Eileanan Siar,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,70,9,18,3
S12000041,Angus,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,15,10,1
S12000042,Dundee City,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,50,24,19,6
S12000045,East Dunbartonshire,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,24,7,3
S12000017,Highland,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,74,16,9,1
S12000017,Highland,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,75,18,7,1
S12000026,Scottish Borders,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,25,8,1
S12000035,Argyll and Bute,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,20,20,2
S12000029,South Lanarkshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,25,15,2
S12000034,Aberdeenshire,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,71,17,10,3
S12000047,Fife,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,12,10,1
S12000014,Falkirk,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,56,16,27,0
S12000045,East Dunbartonshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,62,29,7,2
S12000041,Angus,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,65,22,11,2
S12000033,Aberdeen City,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,57,20,21,3
S12000029,South Lanarkshire,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,59,19,21,1
S12000039,West Dunbartonshire,2013,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,51,26,18,5
S12000014,Falkirk,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,63,29,8,1
S12000050,North Lanarkshire,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,57,25,17,1
S12000034,Aberdeenshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,68,23,9,0
S12000027,Shetland Islands,2017,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,83,11,6,NA
S12000045,East Dunbartonshire,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,25,8,1
S12000019,Midlothian,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,77,20,2,0
S12000035,Argyll and Bute,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,55,23,13,8
S12000036,City of Edinburgh,2016,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,66,24,9,1
S12000030,Stirling,2014,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,85,10,4,1
S12000036,City of Edinburgh,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,65,24,10,1
S12000047,Fife,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,72,21,7,0
S12000033,Aberdeen City,2015,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,59,25,15,1
S12000035,Argyll and Bute,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,62,23,8,7
S12000026,Scottish Borders,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,65,27,7,1
S12000027,Shetland Islands,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,86,13,1,NA
S12000033,Aberdeen City,2018,Percent,Percent Of Adults,All,All,Urban,All,All,All,All,58,24,17,2
