indicator,sex,la_name,la_code,area_type,year,period,numerator,measure,lower_confidence_interval,upper_confidence_interval,definition,data_source
Deaths from suicide,males,North Lanarkshire,S12000050,Council area,2014,2012 to 2016 calendar years; 5-year aggregates,34.2,20.77,14.35,29.07,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Clackmannanshire,S12000005,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,7.4,30.86,12.08,63.56,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Dumfries and Galloway,S12000006,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,11.2,16.63,8.1,30.01,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Ayrshire,S12000008,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,10.4,17.66,8.54,32.2,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Lothian,S12000010,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,6.8,14.1,5.47,29.51,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Renfrewshire,S12000011,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,5.6,13.95,4.69,31.48,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Na h-Eileanan Siar,S12000013,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,NA,23.94,4.41,70.9,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Falkirk,S12000014,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,19.2,25.28,15.19,39.5,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Highland,S12000017,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,27.2,24.63,16.18,35.89,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Inverclyde,S12000018,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,8.4,21.8,9.49,42.52,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Midlothian,S12000019,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,9.8,23.67,11.18,43.87,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Moray,S12000020,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,10.8,22.96,11.3,41.39,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,North Ayrshire,S12000021,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,14.6,23.02,12.61,38.45,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Orkney Islands,S12000023,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,NA,26.78,4.73,81.49,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Scottish Borders,S12000026,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,7.6,14.62,5.88,29.73,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Shetland Islands,S12000027,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,NA,11.95,0.54,53.51,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,South Ayrshire,S12000028,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,9,17.33,7.75,33.16,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,South Lanarkshire,S12000029,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,28,17.89,11.86,25.89,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Stirling,S12000030,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,6.2,13.73,5.04,29.68,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Aberdeen City,S12000033,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,22.2,19.71,12.14,30.12,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Aberdeenshire,S12000034,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,20.4,16.58,10.06,25.66,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Argyll and Bute,S12000035,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,5.6,13.67,4.56,30.93,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,City of Edinburgh,S12000036,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,52.4,21.99,16.26,29.03,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Renfrewshire,S12000038,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,15.4,18.83,10.42,31.15,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,West Dunbartonshire,S12000039,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,8.4,19.78,8.61,38.58,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,West Lothian,S12000040,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,15.2,17.79,9.9,29.37,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Angus,S12000041,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,10.4,19.43,9.3,35.58,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Dundee City,S12000042,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,19.4,28.36,16.83,44.56,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Dunbartonshire,S12000045,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,7.6,15.23,6.24,30.76,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Fife,S12000047,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,38.4,22.44,15.8,30.88,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Perth and Kinross,S12000048,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,13.8,19.13,10.33,32.32,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Glasgow City,S12000049,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,62.6,21.22,16.13,27.37,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,North Lanarkshire,S12000050,Council area,2015,2013 to 2017 calendar years; 5-year aggregates,32,19.53,13.31,27.64,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Clackmannanshire,S12000005,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,6.4,27.09,9.69,58.7,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Dumfries and Galloway,S12000006,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,11.6,16.61,8.2,29.7,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Ayrshire,S12000008,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,12.8,21.87,11.5,37.65,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Lothian,S12000010,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,6.2,12.6,4.62,27.24,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Renfrewshire,S12000011,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,5.4,13.09,4.28,30,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Na h-Eileanan Siar,S12000013,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,NA,28.21,6.11,78.57,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Falkirk,S12000014,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,18.2,23.63,14,37.33,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Highland,S12000017,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,28.2,25.35,16.79,36.69,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Inverclyde,S12000018,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,6.6,17.17,6.55,36.3,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Midlothian,S12000019,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,9.6,22.89,10.73,42.66,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Moray,S12000020,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,10.6,22.74,11.1,41.21,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,North Ayrshire,S12000021,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,15.6,24.73,13.84,40.64,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Orkney Islands,S12000023,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,NA,32.76,7.17,91.06,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Scottish Borders,S12000026,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,7.6,14.59,5.89,29.64,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Shetland Islands,S12000027,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,NA,6.89,0,45.05,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,South Ayrshire,S12000028,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,9.6,18.76,8.67,35.17,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,South Lanarkshire,S12000029,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,29.2,18.84,12.61,27.07,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Stirling,S12000030,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,7,15.41,6.07,31.95,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Aberdeen City,S12000033,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,24,21.04,13.23,31.66,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Aberdeenshire,S12000034,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,20.8,16.73,10.22,25.76,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Argyll and Bute,S12000035,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,7.6,18.26,7.39,37.05,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,City of Edinburgh,S12000036,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,47.6,19.7,14.34,26.35,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Renfrewshire,S12000038,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,13.4,15.98,8.42,27.39,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,West Dunbartonshire,S12000039,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,8,18.86,8.01,37.36,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,West Lothian,S12000040,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,14.8,17.19,9.5,28.54,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Angus,S12000041,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,8.2,15.26,6.49,30.1,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Dundee City,S12000042,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,21,30.71,18.66,47.41,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,East Dunbartonshire,S12000045,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,6.4,12.79,4.76,27.39,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Fife,S12000047,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,34.6,20.14,13.91,28.17,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Perth and Kinross,S12000048,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,14.8,20.92,11.57,34.74,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,Glasgow City,S12000049,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,63.2,21.29,16.19,27.44,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
Deaths from suicide,males,North Lanarkshire,S12000050,Council area,2016,2014 to 2018 calendar years; 5-year aggregates,32.6,19.96,13.66,28.15,"Age-sex standardised rate per 100,000",National Records of Scotland (NRS)
