la_code,la_name,date_code,measurement,units,value,scottish_health_survey_indicator,sex
S12000017,Highland,2015-2018,Percent,Percent Of Adults,37,Long-term illness: Limiting long-term illness,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,20,Smoking status: Current smoker,All
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,25,Smoking status: Current smoker,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,20,Alcohol consumption: Hazardous/Harmful drinker,All
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,23,Smoking status: Current smoker,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,23,Fruit & vegetable consumption: 5 portions or more,All
S12000006,Dumfries and Galloway,2016-2019,Percent,Percent Of Adults,26,Life satisfaction: Mode (8),All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,All
S12000006,Dumfries and Galloway,2015-2018,Percent,Percent Of Adults,68,Self-assessed general health: Very good/Good,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,7,Self-assessed general health: Bad/Very bad,All
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,58,Alcohol consumption: Moderate drinker,All
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,28,Obesity: Obese,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,77,E-cigarette use: Never used,All
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,All
S12000006,Dumfries and Galloway,2015-2018,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,56,Smoking status: Never smoked/Used to smoke occasionally,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,53,Smoking status: Never smoked/Used to smoke occasionally,All
S12000013,Na h-Eileanan Siar,2015-2018,Percent,Percent Of Adults,19,Alcohol consumption: Hazardous/Harmful drinker,All
S12000006,Dumfries and Galloway,2016-2019,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All
S12000013,Na h-Eileanan Siar,2016-2019,Percent,Percent Of Adults,22,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,46,Long-term illness: No long-term illness,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,18,Self-assessed general health: Fair,All
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,All
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,8,E-cigarette use: Currently using,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,All
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,All
S12000049,Glasgow City,2016-2019,Percent,Percent Of Adults,29,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,16,Alcohol consumption: Non-drinker,All
S12000049,Glasgow City,2015-2018,Percent,Percent Of Adults,12,Fruit & vegetable consumption: None,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,17,Long-term illness: Non-limiting long-term illness,All
S12000006,Dumfries and Galloway,2015-2018,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,All
S12000017,Highland,2015-2018,Percent,Percent Of Adults,65,Summary activity levels: Meets recommendations,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,33,Fruit & vegetable consumption: 5 portions or more,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,81,Obesity: Not obese,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,63,Smoking status: Never smoked/Used to smoke occasionally,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,62,Smoking status: Never smoked/Used to smoke occasionally,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,56,General health questionnaire (GHQ-12): Score 0,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,27,General health questionnaire (GHQ-12): Score 1-3,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,6,E-cigarette use: Currently using,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,81,Obesity: Not obese,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,34,Life satisfaction: Below the mode (0-Extremely dissatisfied to 7),All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,5,Self-assessed general health: Bad/Very bad,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,3,Summary activity levels: Low activity,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,14,Self-assessed general health: Fair,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,53,Overweight: Overweight (including obese),All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,51,Overweight: Overweight (including obese),All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,6,E-cigarette use: Currently using,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,17,Smoking status: Current smoker,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,6,Fruit & vegetable consumption: None,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,6,Fruit & vegetable consumption: None,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,12,Alcohol consumption: Non-drinker,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,15,Self-assessed general health: Fair,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,18,Any cardiovascular condition: Has a cardiovascular condition,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,65,General health questionnaire (GHQ-12): Score 0,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,19,Fruit & vegetable consumption: 5 portions or more,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,77,Self-assessed general health: Very good/Good,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,59,Smoking status: Never smoked/Used to smoke occasionally,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,32,Alcohol consumption: Hazardous/Harmful drinker,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,47,Overweight: Not overweight or obese,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,62,Long-term illness: No long-term illness,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,79,Self-assessed general health: Very good/Good,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,12,Summary activity levels: Some activity,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,13,"Provide any regular help or care for any sick, disabled or frail person: Yes",All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,19,Alcohol consumption: Hazardous/Harmful drinker,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,62,Long-term illness: No long-term illness,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,70,Overweight: Overweight (including obese),All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,17,Self-assessed general health: Fair,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,73,Fruit & vegetable consumption: Less than 5 portions,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,65,Alcohol consumption: Moderate drinker,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,87,E-cigarette use: Never used,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,74,Fruit & vegetable consumption: Less than 5 portions,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,85,E-cigarette use: Never used,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,14,Long-term illness: Non-limiting long-term illness,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,27,Long-term illness: Limiting long-term illness,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,20,Summary activity levels: Very low activity,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All
S12000034,Aberdeenshire,2016-2019,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,All
S12000034,Aberdeenshire,2015-2018,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,89,"Provide any regular help or care for any sick, disabled or frail person: No",All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,24,Long-term illness: Limiting long-term illness,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,19,Obesity: Obese,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,84,E-cigarette use: Never used,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,16,Doctor-diagnosed asthma: Yes,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,14,Summary activity levels: Very low activity,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,81,Self-assessed general health: Very good/Good,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,5,Self-assessed general health: Bad/Very bad,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,11,"Provide any regular help or care for any sick, disabled or frail person: Yes",All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,19,Obesity: Obese,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,25,Long-term illness: Limiting long-term illness,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,14,Summary activity levels: Very low activity,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,91,Any cardiovascular condition: No cardiovascular condition,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,32,Life satisfaction: Above the mode (9 to 10-Extremely satisfied),All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,89,Any cardiovascular condition: No cardiovascular condition,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,33,Life satisfaction: Mode (8),All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,61,Fruit & vegetable consumption: Less than 5 portions,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,19,Smoking status: Used to smoke regularly,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,9,Any cardiovascular condition: Has a cardiovascular condition,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,74,Summary activity levels: Meets recommendations,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,11,Any cardiovascular condition: Has a cardiovascular condition,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,33,Alcohol consumption: Hazardous/Harmful drinker,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,49,Overweight: Not overweight or obese,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,75,Summary activity levels: Meets recommendations,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,12,Long-term illness: Non-limiting long-term illness,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,33,Fruit & vegetable consumption: 5 portions or more,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,10,E-cigarette use: Ever previously used,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,84,E-cigarette use: Never used,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,61,Fruit & vegetable consumption: Less than 5 portions,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,80,Self-assessed general health: Very good/Good,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,55,Alcohol consumption: Moderate drinker,All
S12000036,City of Edinburgh,2016-2019,Percent,Percent Of Adults,8,Summary activity levels: Some activity,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,9,Summary activity levels: Some activity,All
S12000036,City of Edinburgh,2015-2018,Percent,Percent Of Adults,55,Alcohol consumption: Moderate drinker,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,88,E-cigarette use: Never used,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,80,Any cardiovascular condition: No cardiovascular condition,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,28,Overweight: Not overweight or obese,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,17,Smoking status: Current smoker,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,2,Summary activity levels: Low activity,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,24,Alcohol consumption: Hazardous/Harmful drinker,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,10,Summary activity levels: Some activity,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,11,Self-assessed general health: Bad/Very bad,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,27,Summary activity levels: Very low activity,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,17,Alcohol consumption: Non-drinker,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,10,Long-term illness: Non-limiting long-term illness,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,76,Fruit & vegetable consumption: Less than 5 portions,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,4,Summary activity levels: Low activity,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,87,E-cigarette use: Never used,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,37,Life satisfaction: Mode (8),All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,59,Alcohol consumption: Moderate drinker,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,36,Long-term illness: Limiting long-term illness,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,72,Overweight: Overweight (including obese),All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,14,Alcohol consumption: Non-drinker,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,5,Self-assessed general health: Bad/Very bad,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,5,Summary activity levels: Low activity,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,87,"Provide any regular help or care for any sick, disabled or frail person: No",All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,8,E-cigarette use: Currently using,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,17,Any cardiovascular condition: Has a cardiovascular condition,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,63,Alcohol consumption: Moderate drinker,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,3,E-cigarette use: Currently using,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,21,Smoking status: Used to smoke regularly,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,20,Smoking status: Used to smoke regularly,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,66,Obesity: Not obese,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,62,Obesity: Not obese,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,53,Long-term illness: No long-term illness,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,63,Summary activity levels: Meets recommendations,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,13,"Provide any regular help or care for any sick, disabled or frail person: Yes",All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,86,"Provide any regular help or care for any sick, disabled or frail person: No",All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,70,Self-assessed general health: Very good/Good,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,87,Any cardiovascular condition: No cardiovascular condition,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,21,Summary activity levels: Very low activity,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,22,Summary activity levels: Very low activity,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,71,Self-assessed general health: Very good/Good,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,13,Summary activity levels: Some activity,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,18,Smoking status: Current smoker,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,62,Summary activity levels: Meets recommendations,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,69,Obesity: Not obese,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,61,General health questionnaire (GHQ-12): Score 0,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,13,Any cardiovascular condition: Has a cardiovascular condition,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,13,Long-term illness: Non-limiting long-term illness,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,72,Self-assessed general health: Very good/Good,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,69,Self-assessed general health: Very good/Good,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,20,"Provide any regular help or care for any sick, disabled or frail person: Yes",All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,13,Any cardiovascular condition: Has a cardiovascular condition,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,61,Summary activity levels: Meets recommendations,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,17,Fruit & vegetable consumption: 5 portions or more,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,17,Self-assessed general health: Fair,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,70,Obesity: Not obese,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,20,Any cardiovascular condition: Has a cardiovascular condition,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,67,Overweight: Overweight (including obese),All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,60,Alcohol consumption: Moderate drinker,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,8,Fruit & vegetable consumption: None,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,40,Long-term illness: No long-term illness,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,50,Long-term illness: Limiting long-term illness,All
S12000028,South Ayrshire,2015-2018,Percent,Percent Of Adults,57,Smoking status: Never smoked/Used to smoke occasionally,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,5,E-cigarette use: Currently using,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,22,Self-assessed general health: Fair,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,69,Overweight: Overweight (including obese),All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,15,Alcohol consumption: Non-drinker,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,14,Fruit & vegetable consumption: None,All
S12000029,South Lanarkshire,2015-2018,Percent,Percent Of Adults,33,Overweight: Not overweight or obese,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,58,General health questionnaire (GHQ-12): Score 0,All
S12000029,South Lanarkshire,2016-2019,Percent,Percent Of Adults,18,Smoking status: Current smoker,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,11,E-cigarette use: Ever previously used,All
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,6,Self-assessed general health: Bad/Very bad,All
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,19,Long-term illness: Non-limiting long-term illness,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,17,General health questionnaire (GHQ-12): Score 4+,All
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,70,Fruit & vegetable consumption: Less than 5 portions,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,83,Any cardiovascular condition: No cardiovascular condition,All
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,19,Summary activity levels: Very low activity,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,9,Self-assessed general health: Bad/Very bad,All
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,75,Self-assessed general health: Very good/Good,All
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,25,General health questionnaire (GHQ-12): Score 1-3,All
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,26,Smoking status: Used to smoke regularly,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,22,Fruit & vegetable consumption: 5 portions or more,All
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,11,Alcohol consumption: Non-drinker,All
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,64,Alcohol consumption: Moderate drinker,All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,11,Summary activity levels: Some activity,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,18,Alcohol consumption: Non-drinker,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,84,Doctor-diagnosed asthma: No,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,29,Life satisfaction: Mode (8),All
S12000047,Fife,2015-2018,Percent,Percent Of Adults,25,Smoking status: Used to smoke regularly,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,13,Any cardiovascular condition: Has a cardiovascular condition,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,17,Smoking status: Current smoker,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,27,Smoking status: Used to smoke regularly,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,75,Fruit & vegetable consumption: Less than 5 portions,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,55,Smoking status: Never smoked/Used to smoke occasionally,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,9,E-cigarette use: Ever previously used,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,16,General health questionnaire (GHQ-12): Score 4+,All
S12000027,Shetland Islands,2016-2019,Percent,Percent Of Adults,62,Summary activity levels: Meets recommendations,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,68,Fruit & vegetable consumption: Less than 5 portions,All
S12000027,Shetland Islands,2015-2018,Percent,Percent Of Adults,4,Summary activity levels: Low activity,All
S12000047,Fife,2016-2019,Percent,Percent Of Adults,81,E-cigarette use: Never used,All
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,8,Self-assessed general health: Bad/Very bad,All
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,27,Life satisfaction: Mode (8),All
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,19,Self-assessed general health: Fair,All
S12000026,Scottish Borders,2015-2018,Percent,Percent Of Adults,52,Long-term illness: No long-term illness,All
S12000026,Scottish Borders,2016-2019,Percent,Percent Of Adults,13,Alcohol consumption: Non-drinker,All
