"indicator","area_name","area_code","area_type","year","period","numerator","measure","lower_confidence_interval","upper_confidence_interval","definition","data_source"
"Deaths from suicide, males","NHS Shetland","S08000026","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,11.95,0.54,53.51,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Western Isles","S08000028","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,23.94,4.41,70.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Fife","S08000029","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",38.4,22.44,15.8,30.88,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Tayside","S08000030","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",43.6,22.3,16.1,30.07,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Greater Glasgow & Clyde","S08000031","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",108,19.49,15.92,23.6,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Lanarkshire","S08000032","Health board",2015,"2013 to 2017 calendar years; 5-year aggregates",60,18.7,14.25,24.1,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Clackmannanshire","S12000005","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",7.4,30.86,12.08,63.56,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Dumfries & Galloway","S12000006","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",11.2,16.63,8.1,30.01,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Ayrshire","S12000008","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",10.4,17.66,8.54,32.2,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Lothian","S12000010","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",6.8,14.1,5.47,29.51,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Renfrewshire","S12000011","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",5.6,13.95,4.69,31.48,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Na h-Eileanan Siar","S12000013","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,23.94,4.41,70.9,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Falkirk","S12000014","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",19.2,25.28,15.19,39.5,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Highland","S12000017","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",27.2,24.63,16.18,35.89,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Inverclyde","S12000018","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",8.4,21.8,9.49,42.52,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Midlothian","S12000019","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",9.8,23.67,11.18,43.87,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Moray","S12000020","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",10.8,22.96,11.3,41.39,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","North Ayrshire","S12000021","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",14.6,23.02,12.61,38.45,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Orkney Islands","S12000023","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,26.78,4.73,81.49,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Scottish Borders","S12000026","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",7.6,14.62,5.88,29.73,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Shetland Islands","S12000027","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",NA,11.95,0.54,53.51,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","South Ayrshire","S12000028","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",9,17.33,7.75,33.16,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","South Lanarkshire","S12000029","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",28,17.89,11.86,25.89,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Stirling","S12000030","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",6.2,13.73,5.04,29.68,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Aberdeen City","S12000033","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",22.2,19.71,12.14,30.12,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Aberdeenshire","S12000034","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",20.4,16.58,10.06,25.66,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Argyll & Bute","S12000035","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",5.6,13.67,4.56,30.93,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","City of Edinburgh","S12000036","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",52.4,21.99,16.26,29.03,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Renfrewshire","S12000038","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",15.4,18.83,10.42,31.15,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","West Dunbartonshire","S12000039","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",8.4,19.78,8.61,38.58,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","West Lothian","S12000040","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",15.2,17.79,9.9,29.37,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Angus","S12000041","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",10.4,19.43,9.3,35.58,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Dundee City","S12000042","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",19.4,28.36,16.83,44.56,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Dunbartonshire","S12000045","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",7.6,15.23,6.24,30.76,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Fife","S12000047","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",38.4,22.44,15.8,30.88,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Perth & Kinross","S12000048","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",13.8,19.13,10.33,32.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Glasgow City","S12000049","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",62.6,21.22,16.13,27.37,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","North Lanarkshire","S12000050","Council area",2015,"2013 to 2017 calendar years; 5-year aggregates",32,19.53,13.31,27.64,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Scotland","S00000001","Scotland",2016,"2014 to 2018 calendar years; 5-year aggregates",509.2,19.5,17.83,21.29,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Ayrshire & Arran","S08000015","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",38,22.01,15.49,30.32,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Borders","S08000016","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",7.6,14.59,5.89,29.64,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Dumfries & Galloway","S08000017","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",11.6,16.61,8.2,29.7,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Forth Valley","S08000019","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",31.6,21.69,14.71,30.78,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Grampian","S08000020","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",55.4,18.88,14.17,24.63,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Highland","S08000022","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",35.8,23.44,16.31,32.59,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Lothian","S08000024","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",78.2,18.37,14.46,23,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Orkney","S08000025","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",NA,32.76,7.17,91.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Shetland","S08000026","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",NA,6.89,0,45.05,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Western Isles","S08000028","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",NA,28.21,6.11,78.57,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Fife","S08000029","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",34.6,20.14,13.91,28.17,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Tayside","S08000030","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",44,22.65,16.38,30.5,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Greater Glasgow & Clyde","S08000031","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",103,18.49,15.03,22.49,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","NHS Lanarkshire","S08000032","Health board",2016,"2014 to 2018 calendar years; 5-year aggregates",61.8,19.37,14.82,24.86,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Clackmannanshire","S12000005","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",6.4,27.09,9.69,58.7,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Dumfries & Galloway","S12000006","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",11.6,16.61,8.2,29.7,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Ayrshire","S12000008","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",12.8,21.87,11.5,37.65,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Lothian","S12000010","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",6.2,12.6,4.62,27.24,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Renfrewshire","S12000011","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",5.4,13.09,4.28,30,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Na h-Eileanan Siar","S12000013","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",NA,28.21,6.11,78.57,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Falkirk","S12000014","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",18.2,23.63,14,37.33,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Highland","S12000017","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",28.2,25.35,16.79,36.69,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Inverclyde","S12000018","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",6.6,17.17,6.55,36.3,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Midlothian","S12000019","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",9.6,22.89,10.73,42.66,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Moray","S12000020","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",10.6,22.74,11.1,41.21,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","North Ayrshire","S12000021","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",15.6,24.73,13.84,40.64,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Orkney Islands","S12000023","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",NA,32.76,7.17,91.06,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Scottish Borders","S12000026","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",7.6,14.59,5.89,29.64,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Shetland Islands","S12000027","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",NA,6.89,0,45.05,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","South Ayrshire","S12000028","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",9.6,18.76,8.67,35.17,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","South Lanarkshire","S12000029","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",29.2,18.84,12.61,27.07,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Stirling","S12000030","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",7,15.41,6.07,31.95,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Aberdeen City","S12000033","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",24,21.04,13.23,31.66,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Aberdeenshire","S12000034","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",20.8,16.73,10.22,25.76,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Argyll & Bute","S12000035","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",7.6,18.26,7.39,37.05,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","City of Edinburgh","S12000036","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",47.6,19.7,14.34,26.35,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Renfrewshire","S12000038","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",13.4,15.98,8.42,27.39,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","West Dunbartonshire","S12000039","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",8,18.86,8.01,37.36,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","West Lothian","S12000040","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",14.8,17.19,9.5,28.54,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Angus","S12000041","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",8.2,15.26,6.49,30.1,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Dundee City","S12000042","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",21,30.71,18.66,47.41,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","East Dunbartonshire","S12000045","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",6.4,12.79,4.76,27.39,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Fife","S12000047","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",34.6,20.14,13.91,28.17,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Perth & Kinross","S12000048","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",14.8,20.92,11.57,34.74,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","Glasgow City","S12000049","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",63.2,21.29,16.19,27.44,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Deaths from suicide, males","North Lanarkshire","S12000050","Council area",2016,"2014 to 2018 calendar years; 5-year aggregates",32.6,19.96,13.66,28.15,"Age-sex standardised rate per 100,000","National Records of Scotland (NRS)"
"Common mental health problems , females","Scotland","S00000001","Scotland",2015,"4-year aggregate (2013 - 2016)",NA,17.22,16.33,18.14,"Percentage","Scottish Health Survey"
"Common mental health problems , females","South Lanarkshire","S12000029","Council area",2015,"4-year aggregate (2013 - 2016)",NA,17.27,13.2,22.27,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Aberdeenshire","S12000034","Council area",2015,"4-year aggregate (2013 - 2016)",NA,12.61,9.62,16.37,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Dumfries & Galloway","S12000006","Council area",2015,"4-year aggregate (2013 - 2016)",NA,15.63,10.47,22.68,"Percentage","Scottish Health Survey"
"Common mental health problems , females","East Ayrshire","S12000008","Council area",2015,"4-year aggregate (2013 - 2016)",NA,18.52,15.28,22.27,"Percentage","Scottish Health Survey"
"Common mental health problems , females","City of Edinburgh","S12000036","Council area",2015,"4-year aggregate (2013 - 2016)",NA,14.53,11.77,17.81,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Fife","S12000047","Council area",2015,"4-year aggregate (2013 - 2016)",NA,16.33,14.21,18.7,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Glasgow City","S12000049","Council area",2015,"4-year aggregate (2013 - 2016)",NA,24.87,21.7,28.33,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Highland","S12000017","Council area",2015,"4-year aggregate (2013 - 2016)",NA,17.53,13.78,22.05,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Moray","S12000020","Council area",2015,"4-year aggregate (2013 - 2016)",NA,15.75,10.85,22.3,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Na h-Eileanan Siar","S12000013","Council area",2015,"4-year aggregate (2013 - 2016)",NA,13.41,10.45,17.05,"Percentage","Scottish Health Survey"
"Common mental health problems , females","North Ayrshire","S12000021","Council area",2015,"4-year aggregate (2013 - 2016)",NA,18.76,15.06,23.12,"Percentage","Scottish Health Survey"
"Common mental health problems , females","North Lanarkshire","S12000050","Council area",2015,"4-year aggregate (2013 - 2016)",NA,15.57,12.3,19.53,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Orkney Islands","S12000023","Council area",2015,"4-year aggregate (2013 - 2016)",NA,12.47,8.23,18.46,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Scottish Borders","S12000026","Council area",2015,"4-year aggregate (2013 - 2016)",NA,17.85,14.12,22.29,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Shetland Islands","S12000027","Council area",2015,"4-year aggregate (2013 - 2016)",NA,16.97,12.18,23.15,"Percentage","Scottish Health Survey"
"Common mental health problems , females","South Ayrshire","S12000028","Council area",2015,"4-year aggregate (2013 - 2016)",NA,16.3,13.34,19.77,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Aberdeen City","S12000033","Council area",2015,"4-year aggregate (2013 - 2016)",NA,17.02,13.83,20.78,"Percentage","Scottish Health Survey"
"Common mental health problems , females","South Lanarkshire","S12000029","Council area",2014,"4-year aggregate (2012 - 2015)",NA,16.11,12.08,21.14,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Scotland","S00000001","Scotland",2014,"4-year aggregate (2012 - 2015)",NA,17.27,16.39,18.17,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Aberdeen City","S12000033","Council area",2014,"4-year aggregate (2012 - 2015)",NA,17.94,14.53,21.93,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Aberdeenshire","S12000034","Council area",2014,"4-year aggregate (2012 - 2015)",NA,13.47,10.56,17.01,"Percentage","Scottish Health Survey"
"Common mental health problems , females","City of Edinburgh","S12000036","Council area",2014,"4-year aggregate (2012 - 2015)",NA,16.26,13.06,20.05,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Dumfries & Galloway","S12000006","Council area",2014,"4-year aggregate (2012 - 2015)",NA,15.92,11.28,22,"Percentage","Scottish Health Survey"
"Common mental health problems , females","East Ayrshire","S12000008","Council area",2014,"4-year aggregate (2012 - 2015)",NA,22.3,17.65,27.77,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Fife","S12000047","Council area",2014,"4-year aggregate (2012 - 2015)",NA,18.4,16.09,20.94,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Glasgow City","S12000049","Council area",2014,"4-year aggregate (2012 - 2015)",NA,25.04,22,28.34,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Highland","S12000017","Council area",2014,"4-year aggregate (2012 - 2015)",NA,15.56,11.89,20.1,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Na h-Eileanan Siar","S12000013","Council area",2014,"4-year aggregate (2012 - 2015)",NA,13.19,10.02,17.16,"Percentage","Scottish Health Survey"
"Common mental health problems , females","North Ayrshire","S12000021","Council area",2014,"4-year aggregate (2012 - 2015)",NA,17.22,13.05,22.39,"Percentage","Scottish Health Survey"
"Common mental health problems , females","North Lanarkshire","S12000050","Council area",2014,"4-year aggregate (2012 - 2015)",NA,16.61,13.26,20.6,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Orkney Islands","S12000023","Council area",2014,"4-year aggregate (2012 - 2015)",NA,8.52,5.27,13.48,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Scottish Borders","S12000026","Council area",2014,"4-year aggregate (2012 - 2015)",NA,17.64,13.86,22.2,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Shetland Islands","S12000027","Council area",2014,"4-year aggregate (2012 - 2015)",NA,19.19,13.8,26.05,"Percentage","Scottish Health Survey"
"Common mental health problems , females","South Ayrshire","S12000028","Council area",2014,"4-year aggregate (2012 - 2015)",NA,13.68,10.27,18.01,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Shetland Islands","S12000027","Council area",2016,"4-year aggregate (2014 - 2017)",NA,16.96,12.66,22.35,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Dumfries & Galloway","S12000006","Council area",2016,"4-year aggregate (2014 - 2017)",NA,13.5,8.56,20.66,"Percentage","Scottish Health Survey"
"Common mental health problems , females","North Lanarkshire","S12000050","Council area",2016,"4-year aggregate (2014 - 2017)",NA,18.4,14.77,22.68,"Percentage","Scottish Health Survey"
"Common mental health problems , females","South Lanarkshire","S12000029","Council area",2016,"4-year aggregate (2014 - 2017)",NA,18.54,14.27,23.74,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Na h-Eileanan Siar","S12000013","Council area",2016,"4-year aggregate (2014 - 2017)",NA,15.63,11.84,20.35,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Glasgow City","S12000049","Council area",2016,"4-year aggregate (2014 - 2017)",NA,23.62,20.48,27.07,"Percentage","Scottish Health Survey"
"Common mental health problems , females","City of Edinburgh","S12000036","Council area",2016,"4-year aggregate (2014 - 2017)",NA,14.41,11.56,17.81,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Aberdeenshire","S12000034","Council area",2016,"4-year aggregate (2014 - 2017)",NA,11.74,8.58,15.87,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Fife","S12000047","Council area",2016,"4-year aggregate (2014 - 2017)",NA,15.87,13.63,18.41,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Scotland","S00000001","Scotland",2016,"4-year aggregate (2014 - 2017)",NA,17.2,16.28,18.15,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Scottish Borders","S12000026","Council area",2016,"4-year aggregate (2014 - 2017)",NA,17,13.14,21.7,"Percentage","Scottish Health Survey"
"Common mental health problems , females","East Ayrshire","S12000008","Council area",2016,"4-year aggregate (2014 - 2017)",NA,18.39,15.14,22.15,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Highland","S12000017","Council area",2016,"4-year aggregate (2014 - 2017)",NA,18.97,14.63,24.22,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Orkney Islands","S12000023","Council area",2016,"4-year aggregate (2014 - 2017)",NA,13.07,8.59,19.39,"Percentage","Scottish Health Survey"
"Common mental health problems , females","Aberdeen City","S12000033","Council area",2016,"4-year aggregate (2014 - 2017)",NA,16.55,13.42,20.23,"Percentage","Scottish Health Survey"
"Common mental health problems , females","North Ayrshire","S12000021","Council area",2016,"4-year aggregate (2014 - 2017)",NA,20.64,16.79,25.11,"Percentage","Scottish Health Survey"
"Common mental health problems , females","South Ayrshire","S12000028","Council area",2016,"4-year aggregate (2014 - 2017)",NA,14.66,11.54,18.44,"Percentage","Scottish Health Survey"
"Life satisfaction score, females","Scottish Borders","S12000026","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.8,7.53,8.08,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Perth & Kinross","S12000048","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.86,7.59,8.13,"Mean","Scottish Health Survey"
"Life satisfaction score, females","South Ayrshire","S12000028","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.74,7.51,7.96,"Mean","Scottish Health Survey"
"Life satisfaction score, females","South Lanarkshire","S12000029","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.82,7.62,8.01,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Shetland Islands","S12000027","Council area",2015,"4-year aggregate (2013 - 2016)",NA,8,7.71,8.3,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Orkney Islands","S12000023","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.98,7.76,8.21,"Mean","Scottish Health Survey"
"Life satisfaction score, females","North Lanarkshire","S12000050","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.65,7.46,7.84,"Mean","Scottish Health Survey"
"Life satisfaction score, females","North Ayrshire","S12000021","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.61,7.41,7.82,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Na h-Eileanan Siar","S12000013","Council area",2015,"4-year aggregate (2013 - 2016)",NA,8.21,8.03,8.39,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Moray","S12000020","Council area",2015,"4-year aggregate (2013 - 2016)",NA,8.06,7.78,8.33,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Highland","S12000017","Council area",2015,"4-year aggregate (2013 - 2016)",NA,8.15,7.97,8.32,"Mean","Scottish Health Survey"
"Life satisfaction score, females","Glasgow City","S12000049","Council area",2015,"4-year aggregate (2013 - 2016)",NA,7.22,7.07,7.38,"Mean","Scottish Health Survey"
